title;short_title;id_issn;id_eissn;id_arx;id_oth;period;language;url;publisher;scope;
Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie;Albrecht Von Graefes Arch Klin Exp Ophthalmol;0065-6100;;;;;;;;;
Alexandria dental journal;Alex Dent J;1110-015X;;;;;;;;;
L;Aliment Vie;0065-6267;;;;;;;;;
Applied radiology;Appl Radiol;0160-9963;;;;;;;;;
Allergie und Asthma;Allerg Asthma;0375-8443;;;;;;;;;
Allergy;Allergy;0105-4538;1398-9995;;;;;;;;
Allergie;Allerg Asthmaforsch;0516-7132;;;;;;;;;
Allergie und Immunologie;Allerg Immunol;0323-4398;;;;;;;;;
Allied health and behavioral sciences;Allied Health Behav Sci;0190-0331;;;;;;;;;
AHME journal;AHME J;0090-7782;;;;;;;;;
AJR;AJR Am J Roentgenol;0361-803X;1546-3141;;;;;;;;
AIA journal;AIA J;0001-1479;;;;;;;;;
AJNR;AJNR Am J Neuroradiol;0195-6108;1936-959X;;;;;;;;
Allergologia et immunopathologia;Allergol Immunopathol;0301-0546;1578-1267;;;;;;;;
Alcohol health and research world;Alcohol Health Res World;0090-838X;;;;;;;;;
Alabama medicine;Ala Med;0738-4947;;;;;;;;;
The Alma mater;Alma Mater;0065-6445;;;;;;;;;
The Alpha omegan;Alpha Omegan;0002-6417;;;;;;;;;
Altern und Entwicklung;Altern Entwickl Aging Dev;0084-6252;;;;;;;;;
The Alumnae magazine;Alumnae Mag;0002-6700;;;;;;;;;
Alumnae magazine;Alumnae Mag Columbia Univ Presbyt Hosp Sch Nurs Alumnae Assoc;0069-634X;;;;;;;;;
Alumni bulletin;Alumni Bull Sch Dent Indiana Univ;0073-7119;;;;;;;;;
Alumni bulletin;Alumni Bull Univ Mich Sch Dent;0887-4387;;;;;;;;;
Alumni magazine;Alumni Mag Columbia Univ Presbyt Hosp Sch Nurs Alumni Assoc;0898-4093;;;;;;;;;
The American behavioral scientist;Am Behav Sci;0002-7642;;;;;;;;;
American annals of the deaf;Am Ann Deaf;0002-726X;;;;;;;;;
American archives of rehabilitation therapy;Am Arch Rehabil Ther;0002-7324;;;;;;;;;
American Association of Industrial Nurses journal;Am Assoc Ind Nurses J;0098-6097;;;;;;;;;
American corrective therapy journal;Am Correct Ther J;0002-8088;;;;;;;;;
American family physician;Am Fam Physician;0002-838X;1532-0650;;;;;;;;
American heart journal;Am;0002-8703;1097-6744;;;;;;;;
American pharmacy;Am Pharm;0160-3450;;;;;;;;;
American rehabilitation;Am Rehabil;0362-4048;;;;;;;;;
The American imago;Am Imago;0065-860X;1085-7931;;;;;;;;
American journal of art therapy;Am J Art Ther;0007-4764;;;;;;;;;
American Industrial Hygiene Association journal;Am Ind Hyg Assoc J;0002-8894;;;;;;;;;
American education;Am Educ;0002-8304;;;;;;;;;
Annual meeting;Annu Meet Am Inst Oral Biol;0098-6119;;;;;;;;;
The American journal of anatomy;Am;0002-9106;;;;;;;;;
American journal of botany;Am;0002-9122;1537-2197;;;;;;;;
The American journal of cardiology;Am;0002-9149;1879-1913;;;;;;;;
The American journal of Chinese medicine;Am J Chin Med;0090-2942;;;;;;;;;
The American journal of Chinese medicine;Am;0192-415X;;;;;;;;;
The American journal of clinical hypnosis;Am J Clin Hypn;0002-9157;2160-0562;;;;;;;;
The American journal of clinical nutrition;Am;0002-9165;1938-3207;;;;;;;;
American journal of clinical oncology;Am;0277-3732;1537-453X;;;;;;;;
American journal of clinical pathology;Am;0002-9173;1943-7722;;;;;;;;
American journal of community psychology;Am J Community Psychol;0091-0562;1573-2770;;;;;;;;
American journal of orthodontics and dentofacial orthopedics;Am J Orthod Dentofacial Orthop;0889-5406;1097-6752;;;;;;;;
The American journal of digestive diseases;Am J Dig Dis;0002-9211;;;;;;;;;
American journal of economics and sociology;Am J Econ Sociol;0002-9246;;;;;;;;;
American journal of diseases of children;Am;0002-922X;2374-3018;;;;;;;;
The American journal of drug and alcohol abuse;Am J Drug Alcohol Abuse;0095-2990;1097-9891;;;;;;;;
American journal of epidemiology;Am;0002-9262;1476-6256;;;;;;;;
American journal of hematology;Am;0361-8609;1096-8652;;;;;;;;
American journal of kidney diseases;Am;0272-6386;1523-6838;;;;;;;;
American journal of health planning;Am J Health Plann;0363-7719;;;;;;;;;
The American journal of forensic medicine and pathology;Am J Forensic Med Pathol;0195-7910;1533-404X;;;;;;;;
The American journal of gastroenterology;Am;0002-9270;1572-0241;;;;;;;;
American journal of hospital pharmacy;Am J Hosp Pharm;0002-9289;;;;;;;;;
American journal of human genetics;Am;0002-9297;1537-6605;;;;;;;;
American journal of industrial medicine;Am;0271-3586;1097-0274;;;;;;;;
American journal of law;Am J Law Med;0098-8588;;;;;;;;;
The American journal of medicine;Am;0002-9343;1555-7162;;;;;;;;
The American journal of medical electronics;Am J Med Electron;0096-5286;;;;;;;;;
The American journal of the medical sciences;Am;0002-9629;1538-2990;;;;;;;;
American journal of medical genetics;Am;0148-7299;1096-8628;;;;;;;;
The American journal of medical technology;Am J Med Technol;0002-9335;;;;;;;;;
American journal of mental deficiency;Am J Ment Defic;0002-9351;;;;;;;;;
American journal of nephrology;Am;0250-8095;1421-9670;;;;;;;;
The American journal of nursing;Am J Nurs;0002-936X;1538-7488;;;;;;;;
American journal of obstetrics and gynecology;Am;0002-9378;1097-6868;;;;;;;;
The American journal of occupational therapy;Am J Occup Ther;0272-9490;1943-7676;;;;;;;;
American journal of ophthalmology;Am;0002-9394;1879-1891;;;;;;;;
American journal of optometry and archives of American Academy of Optometry;Am J Optom Arch Am Acad Optom;0002-9408;;;;;;;;;
American journal of optometry and physiological optics;Am J Optom Physiol Opt;0093-7002;;;;;;;;;
American journal of orthodontics;Am J Orthod;0002-9416;;;;;;;;;
The American journal of orthopedic surgery;Am J Orthop Surg;0065-9002;;;;;;;;;
The American journal of orthopsychiatry;Am J Orthopsychiatry;0002-9432;1939-0025;;;;;;;;
The American journal of otology;Am J Otol;0192-9763;;;;;;;;;
American journal of pharmaceutical education;Am J Pharm Educ;0002-9459;1553-6467;;;;;;;;
The American journal of pathology;Am;0002-9440;1525-2191;;;;;;;;
American journal of pharmacy and the sciences supporting public health;Am J Pharm Sci Support Public Health;0002-9467;;;;;;;;;
American journal of physical anthropology;Am;0002-9483;1096-8644;;;;;;;;
American journal of physical medicine;Am J Phys Med;0002-9491;;;;;;;;;
The American journal of physiology;Am;0002-9513;;;;;;;;;
American journal of practical nursing;Am J Pract Nurs;0569-6054;;;;;;;;;
American journal of proctology;Am J Proctol;0002-9521;;;;;;;;;
American journal of proctology;Am J Proctol Gastroenterol Colon Rectal Surg;0162-6566;;;;;;;;;
The American journal of psychiatry;Am J Psychiatry;0002-953X;1535-7228;;;;;;;;
American journal of psychoanalysis;Am J Psychoanal;0002-9548;1573-6741;;;;;;;;
The American journal of psychology;Am J Psychol;0002-9556;1939-8298;;;;;;;;
American journal of psychotherapy;Am J Psychother;0002-9564;;;;;;;;;
American journal of public health;Am J Public Health;0090-0036;1541-0048;;;;;;;;
American journal of reproductive immunology and microbiology;Am J Reprod Immunol Microbiol;8755-8920;;;;;;;;;
The American journal of roentgenology;Am J Roentgenol Radium Ther Nucl Med;0002-9580;;;;;;;;;
The American journal of EEG technology;Am J EEG Technol;0002-9238;;;;;;;;;
The American journal of sports medicine;Am J Sports Med;0363-5465;1552-3365;;;;;;;;
American medical news;Am Med News;0001-1843;;;;;;;;;
AJS;Am;0002-9602;1537-5390;;;;;;;;
The American journal of surgical pathology;Am;0147-5185;1532-0979;;;;;;;;
American journal of surgery;Am;0002-9610;1879-1883;;;;;;;;
American laundry digest;Am Laund Dig;0002-9718;;;;;;;;;
The American journal of tropical medicine and hygiene;Am;0002-9637;1476-1645;;;;;;;;
American journal of veterinary research;Am;0002-9645;1943-5681;;;;;;;;
The American nurse;Am Nurse;0098-1486;;;;;;;;;
American Lung Association bulletin;Am Lung Assoc Bull;0092-5659;;;;;;;;;
The American orthoptic journal;Am Orthopt J;0065-955X;1553-4448;;;;;;;;
The American psychologist;Am Psychol;0003-066X;1935-990X;;;;;;;;
The American review of respiratory disease;Am;0003-0805;;;;;;;;;
American scientist;Am;0003-0996;;;;;;;;;
American sociological review;Am Sociol Rev;0003-1224;;;;;;;;;
The American surgeon;Am Surg;0003-1348;1555-9823;;;;;;;;
American zoologist;Am;0003-1569;;;;;;;;;
Anais da Academia Brasileira de Ciencias;An;0001-3765;1678-2690;;;;;;;;
Anais brasileiros de dermatologia;An Bras Dermatol;0365-0596;1806-4841;;;;;;;;
Anales de cirugia;An Cir;0066-1465;;;;;;;;;
Anais da Escola Nacional de Saude Publica e de Medicina Tropical;An Esc Nacl Saude Publica Med Trop;0075-9767;;;;;;;;;
Analytical and quantitative cytology;Anal Quant Cytol;0190-0471;;;;;;;;;
Anales espanoles de odontoestomatologia;An Esp Odontoestomatol;0003-2557;;;;;;;;;
Anales espanoles de pediatria;An;0302-4342;1577-2799;;;;;;;;
Anales de la Facultad de Medicina;An Fac Med Univ Repub Montev Urug;0365-2297;;;;;;;;;
Anales de la Facultad de Odontologia;An Fac Odontol;0797-034X;;;;;;;;;
Anais da Faculdade de Odontologia da Universidade Federal de Pernambuco;An Fac Odontol Univ Fed Pernambuco;0083-3908;;;;;;;;;
Anasthesie;Anasth Intensivther Notfallmed;0174-1837;;;;;;;;;
Anais do Instituto de Higiene e Medicina Tropical;An Inst Hig Med Trop;0303-7762;;;;;;;;;
Anais do Instituto de Medicina Tropical;An Inst Med Trop;0365-3307;;;;;;;;;
Anales de medicina;An Med Cir;0517-6816;;;;;;;;;
Anales de medicina;An Med Espec;0517-6832;;;;;;;;;
Anales de medicina;An Med Med;0517-6824;;;;;;;;;
Anais de microbiologia;An Microbiol;0485-1854;;;;;;;;;
Anales otorrinolaringologicos ibero;An Otorrinolaringol Ibero Am;0303-8874;;;;;;;;;
Anais paulistas de medicina e cirurgia;An Paul Med Cir;0003-245X;;;;;;;;;
Anales del Programa Academico de Medicina;An Programa Acad Med;0300-9025;;;;;;;;;
Anales de la Real Academia de Farmacia;An Real Acad Farm;0034-0618;1697-4298;;;;;;;;
Anales de la Real Academia Nacional de Medicina;An R Acad Nac Med;0034-0634;;;;;;;;;
ANA clinical sessions;ANA Clin Sess;0065-9495;;;;;;;;;
ANA clinical conferences;ANA Clin Conf;0093-0423;;;;;;;;;
Anaesthesia and intensive care;Anaesth Intensive Care;0310-057X;1448-0271;;;;;;;;
Anaesthesia;Anaesth Resusc Intensive Ther;0301-0864;;;;;;;;;
Anaesthesia;Anaesthesia;0003-2409;1365-2044;;;;;;;;
Anasthesiologische und intensivmedizinische Praxis;Anasthesiol Intensivmed Prax;0303-6200;;;;;;;;;
Der Anaesthesist;Anaesthesist;0003-2417;1432-055X;;;;;;;;
Analytical biochemistry;Anal;0003-2697;1096-0309;;;;;;;;
Analytical chemistry;Anal;0003-2700;1520-6882;;;;;;;;
Analytica chimica acta;Anal;0003-2670;1873-4324;;;;;;;;
The Analyst;Analyst;0003-2654;1364-5528;;;;;;;;
Anatomischer Anzeiger;Anat Anz;0003-2786;;;;;;;;;
Anatomia;Anat Histol Embryol;0340-2096;1439-0264;;;;;;;;
Anatomy and embryology;Anat;0340-2061;1432-0568;;;;;;;;
The Anatomical record;Anat;0003-276X;1097-0185;;;;;;;;
The Anatomical record;Anat Rec Suppl;0749-3002;;;;;;;;;
Andrologia;Andrologia;0303-4569;1439-0272;;;;;;;;
ANEC;ANEC;0044-930X;;;;;;;;;
Anesthesia and analgesia;Anesth;0003-2999;1526-7598;;;;;;;;
Anesthesie;Anesth Analg;0003-3014;;;;;;;;;
Anesthesia progress;Anesth Prog;0003-3006;;;;;;;;;
Anesthesiology;Anesthesiology;0003-3022;1528-1175;;;;;;;;
Anesteziologiia i reanimatologiia;Anesteziol Reanimatol;0201-7563;;;;;;;;;
Angeiologie;Angeiologie;0003-3049;;;;;;;;;
American journal of infection control;Am J Infect Control;0196-6553;1527-3296;;;;;;;;
Angewandte Chemie;Angew;1433-7851;1521-3773;;;;;;;;
Angewandte Parasitologie;Angew Parasitol;0003-3162;;;;;;;;;
Angiologia;Angiologia;0003-3170;;;;;;;;;
Angiologica;Angiologica;0003-3189;;;;;;;;;
Angiology;Angiology;0003-3197;1940-1574;;;;;;;;
The Angle orthodontist;Angle Orthod;0003-3219;1945-7103;;;;;;;;
Anglo;Anglo Ger Med Rev;0003-3332;;;;;;;;;
Animal behaviour;Anim Behav;0003-3472;;;;;;;;;
Animal blood groups and biochemical genetics;Anim Blood Groups Biochem Genet;0003-3480;;;;;;;;;
Animal blood groups and biochemical genetics;Anim Blood Groups Biochem Genet Suppl;0300-5518;;;;;;;;;
Animal genetics;Anim;0268-9146;1365-2052;;;;;;;;
Annales Academiae Medicae Stetinensis;Ann Acad Med Stetin;1427-440X;;;;;;;;;
Suomalainen Tiedeakatemia toimituksia;Ann Acad Sci Fenn Biol;0066-1988;;;;;;;;;
Annales Academiae Medicae Stetinensis;Ann Acad Med Stetin Supl;1427-4930;;;;;;;;;
Annales Academiae Scientiarum Fennicae;Ann Acad Sci Fenn A;0066-1996;;;;;;;;;
Annals of allergy;Ann Allergy;0003-4738;;;;;;;;;
Annales d;Ann Anat Pathol;0003-3871;;;;;;;;;
Annales de l;Ann Anesthesiol Fr;0003-4061;;;;;;;;;
The Annals of applied biology;Ann;0003-4746;;;;;;;;;
Annals of the Australian College of Dental Surgeons;Ann Aust Coll Dent Surg;0004-8895;;;;;;;;;
Annals of emergency medicine;Ann Emerg Med;0196-0644;1097-6760;;;;;;;;
Annales de biologie animale;Ann Biol Anim Biochim Biophys;0003-388X;;;;;;;;;
Annales de biologie clinique;Ann;0003-3898;1950-6112;;;;;;;;
Annales francaises d;Ann Fr Anesth Reanim;0750-7658;1769-6623;;;;;;;;
Annals of biomedical engineering;Ann Biomed Eng;0090-6964;1573-9686;;;;;;;;
Annales de cardiologie et d;Ann Cardiol Angeiol;0003-3928;1768-3181;;;;;;;;
Annales de chirurgie;Ann Chir;0003-3944;;;;;;;;;
Annales chirurgiae et gynaecologiae Fenniae;Ann Chir Gynaecol Fenn;0003-3855;;;;;;;;;
Annales de chirurgie infantile;Ann Chir Infant;0003-3952;;;;;;;;;
Annales chirurgiae et gynaecologiae;Ann Chir Gynaecol;0355-9521;;;;;;;;;
Annales chirurgiae et gynaecologiae;Ann Chir Gynaecol Suppl;0355-9874;;;;;;;;;
Annales chirurgiae et gynaecologiae Fenniae;Ann Chir Gynaecol Fenn Suppl;0066-2038;;;;;;;;;
Annales de chirurgie plastique;Ann Chir Plast;0003-3960;;;;;;;;;
Annales de chirurgie plastique et esthetique;Ann Chir Plast Esthet;0294-1260;1768-319X;;;;;;;;
Annales de chirurgie thoracique et cardio;Ann Chir Thorac Cardiovasc;0066-2054;;;;;;;;;
The Annals of the American Academy of Political and Social Science;Ann Am Acad Pol Soc Sci;0002-7162;;;;;;;;;
Annals of clinical biochemistry;Ann;0004-5632;1758-1001;;;;;;;;
Annals of clinical and laboratory science;Ann;0091-7370;1550-8080;;;;;;;;
Annals of clinical research;Ann;0003-4762;;;;;;;;;
Annals of the Academy of Medicine;Ann;0304-4602;;;;;;;;;
Annals of dentistry;Ann Dent;0003-4770;;;;;;;;;
Annales de dermatologie et de syphiligraphie;Ann Dermatol Syphiligr;0003-3979;;;;;;;;;
Annales d;Ann;0003-4266;;;;;;;;;
Annals of the Entomological Society of America;Ann;0013-8746;1938-2901;;;;;;;;
Annales de gastroenterologie et d;Ann Gastroenterol Hepatol;0066-2070;;;;;;;;;
Annales de genetique;Ann;0003-3995;;;;;;;;;
Annales d;Ann Histochim;0003-4355;;;;;;;;;
Annals of human biology;Ann;0301-4460;1464-5033;;;;;;;;
Annals of human genetics;Ann;0003-4800;1469-1809;;;;;;;;
Annals of nutrition;Ann;0250-6807;1421-9697;;;;;;;;
Annales d;Ann;0300-4910;;;;;;;;;
Annales immunologiae Hungaricae;Ann Immunol Hung;0570-1708;;;;;;;;;
Annales de l;Ann Inst Pasteur;0020-2444;;;;;;;;;
Annales de l;Ann Inst Pasteur Lille;0073-8573;;;;;;;;;
Anticancer research;Anticancer Res;0250-7005;1791-7530;;;;;;;;
Acta de odontologia pediatrica;Acta Odontol Pediatr;0252-1032;;;;;;;;;
Annals of the ICRP;Ann ICRP;0146-6453;1872-969X;;;;;;;;
Annals of internal medicine;Ann;0003-4819;1539-3704;;;;;;;;
Annali dell;Ann Ist Carlo Forlanini;0021-2431;;;;;;;;;
Annali dell;Ann;0021-2571;;;;;;;;;
Annali italiani di chirurgia;Ann Ital Chir;0003-469X;2239-253X;;;;;;;;
Annali di laringologia;Ann Laringol Otol Rinol Faringol;0066-2267;;;;;;;;;
Annales medicinae experimentalis et biologiae Fenniae;Ann Med Exp Biol Fenn;0003-4479;;;;;;;;;
Annales medicinae internae Fenniae;Ann Med Intern Fenn;0365-4362;;;;;;;;;
Annales de medecine interne;Ann Med Interne;0003-410X;;;;;;;;;
Annales medicales de Nancy;Ann Med Nancy;0003-4460;;;;;;;;;
Annali di medicina navale;Ann Med Nav;0392-9418;;;;;;;;;
Annales medico;Ann Med Psychol;0003-4487;;;;;;;;;
Annales de microbiologie;Ann;0300-5410;;;;;;;;;
Annales Nestle;Ann Nestle Fr;0250-9644;1661-3732;;;;;;;;
Annales de la nutrition et de l;Ann Nutr Aliment;0003-4037;;;;;;;;;
Annals of the New York Academy of Sciences;Ann;0077-8923;1749-6632;;;;;;;;
The Annals of occupational hygiene;Ann Occup Hyg;0003-4878;1475-3162;;;;;;;;
Annales d;Ann Ocul;0003-4371;;;;;;;;;
Annales odonto;Ann Odontostomatol;0066-2194;;;;;;;;;
Annals of ophthalmology;Ann Ophthalmol;0003-4886;;;;;;;;;
Annali dell;Ann Osp Maria Vittoria Torino;0390-5454;;;;;;;;;
Annali di ostetricia;Ann Ostet Ginecol Med Perinat;0300-0087;;;;;;;;;
The Annals of otology;Ann;0003-4894;1943-572X;;;;;;;;
The Annals of otology;Ann Otol Rhinol Laryngol Suppl;0096-8056;;;;;;;;;
Annales d;Ann Otolaryngol Chir Cervicofac;0003-438X;;;;;;;;;
Annali di ottalmologia e clinica oculistica;Ann Ottalmol Clin Ocul;0003-4665;;;;;;;;;
Annales de dermatologie et de venereologie;Ann Dermatol Venereol;0151-9638;;;;;;;;;
Annales paediatrici;Ann Paediatr;0365-4966;;;;;;;;;
Annales paediatriae Fenniae;Ann Paediatr Fenn;0570-1732;;;;;;;;;
Annales de parasitologie humaine et comparee;Ann Parasitol Hum Comp;0003-4150;;;;;;;;;
Annales de pediatrie;Ann Pediatr;0066-2097;;;;;;;;;
Annales pharmaceutiques francaises;Ann Pharm Fr;0003-4509;;;;;;;;;
Annals of plastic surgery;Ann Plast Surg;0148-7043;1536-3708;;;;;;;;
Annals of physical medicine;Ann Phys Med;0365-5547;;;;;;;;;
Annals of the Royal College of Surgeons of England;Ann R Coll Surg Engl;0035-8843;1478-7083;;;;;;;;
Annales de radiologie;Ann Radiol;0003-4185;;;;;;;;;
Annual Conference on Research in Medical Education;Annu Conf Res Med Educ;0190-7255;;;;;;;;;
Annali di radiologia diagnostica;Ann Radiol Diagn;0003-4673;;;;;;;;;
Proceedings of the;Proc Annu Conf Res Med Educ;0892-2543;;;;;;;;;
Annual review of neuroscience;Annu;0147-006X;1545-4126;;;;;;;;
Annales de recherches veterinaires;Ann;0003-4193;;;;;;;;;
Archives d;Arch;0395-501X;;;;;;;;;
Architectural record;Archit Rec;0003-858X;;;;;;;;;
ANNA journal;ANNA J;8750-0779;;;;;;;;;
Annals of the rheumatic diseases;Ann;0003-4967;1468-2060;;;;;;;;
Annali della sanita pubblica;Ann Sanita Pubblica;0021-3071;;;;;;;;;
Annales de la Societe belge de medecine tropicale;Ann Soc Belg Med Trop;0772-4128;;;;;;;;;
Annales de la Societe royale des sciences medicales et naturelles de Bruxelles;Ann Soc R Sci Med Nat Brux;0772-3997;;;;;;;;;
Annali di stomatologia;Ann Stomatol;1824-0852;1971-1441;;;;;;;;
Annals of surgery;Ann;0003-4932;1528-1140;;;;;;;;
Annales de chirurgie de la main;Ann Chir Main;0753-9053;;;;;;;;;
The Annals of thoracic surgery;Ann;0003-4975;1552-6259;;;;;;;;
Annals of tropical medicine and parasitology;Ann Trop Med Parasitol;0003-4983;1364-8594;;;;;;;;
Annales Universitatis Mariae Curie;Ann Univ Mariae Curie Sklodowska Med;0066-2240;;;;;;;;;
Antibiotiki i khimioterapiia;Antibiot;0235-2990;;;;;;;;;
Archives of andrology;Arch;0148-5016;1521-0375;;;;;;;;
Annales Universitatis Saraviensis;Ann Univ Sarav Med;0003-4533;;;;;;;;;
Annales d;Ann Urol;0003-4401;1768-3378;;;;;;;;
Annals of neurology;Ann;0364-5134;1531-8249;;;;;;;;
Annals of the Royal Australasian College of Dental Surgeons;Ann R Australas Coll Dent Surg;0158-1570;;;;;;;;;
Annals of tropical paediatrics;Ann Trop Paediatr;0272-4936;1465-3281;;;;;;;;
L;Annee Biol;0003-5017;;;;;;;;;
L;Annee Endocrinol;0365-1940;;;;;;;;;
L;Annee Psychol;0003-5033;1955-2580;;;;;;;;
L;Annee Ther Clin Ophtalmol;0301-4495;;;;;;;;;
Proceedings;Proc Annu Manage Conf Am Dent Assoc;0148-4699;;;;;;;;;
Annual report of the Research Institute of Environmental Medicine;Annu Rep Res Inst Environ Med Nagoya Univ;0469-4759;;;;;;;;;
Annual review of biochemistry;Annu;0066-4154;1545-4509;;;;;;;;
Annual review of biophysics and bioengineering;Annu;0084-6589;;;;;;;;;
Annual review of entomology;Annu;0066-4170;1545-4487;;;;;;;;
Annual review of genetics;Annu;0066-4197;1545-2948;;;;;;;;
Annual review of medicine;Annu;0066-4219;1545-326X;;;;;;;;
Annual review of microbiology;Annu;0066-4227;1545-3251;;;;;;;;
Annual review of nuclear science;Annu Rev Nucl Sci;0066-4243;;;;;;;;;
Annual review of pharmacology;Annu Rev Pharmacol;0066-4251;;;;;;;;;
Annual review of pharmacology and toxicology;Annu;0362-1642;1545-4304;;;;;;;;
Annual review of physiology;Annu;0066-4278;1545-1585;;;;;;;;
Annual review of rehabilitation;Annu Rev Rehabil;0197-2251;;;;;;;;;
ANS;ANS Adv Nurs Sci;0161-9268;1550-5014;;;;;;;;
Annual review of psychology;Annu Rev Psychol;0066-4308;1545-2085;;;;;;;;
ANPHI papers;ANPHI Pap;0065-0676;;;;;;;;;
Anthropologischer Anzeiger;Anthropol Anz;0003-5548;;;;;;;;;
Antibiotics and chemotherapy;Antibiot Chemother;0066-4758;1662-2863;;;;;;;;
Antibiotica;Antibiotica;0003-5629;;;;;;;;;
Antibiotiki;Antibiotiki;0003-5637;;;;;;;;;
Antibiotiki i meditsinskaia biotekhnologiia;Antibiot;0233-7525;;;;;;;;;
Antimicrobial agents and chemotherapy;Antimicrob;0066-4804;1098-6596;;;;;;;;
Antioquia medica;Antioquia Med;0044-8389;;;;;;;;;
Antiviral research;Antiviral Res;0166-3542;1872-9096;;;;;;;;
Antonie van Leeuwenhoek;Antonie Van Leeuwenhoek;0003-6072;1572-9699;;;;;;;;
AORN journal;AORN J;0001-2092;1878-0369;;;;;;;;
Apex;Apex;0003-6439;;;;;;;;;
Apollonia;Apollonia;0518-1372;;;;;;;;;
Apollonia;Apollonia;0066-5339;;;;;;;;;
APIC;APIC;0161-8717;;;;;;;;;
Appetite;Appetite;0195-6663;1095-8304;;;;;;;;
Applied microbiology;Appl Microbiol;0003-6919;;;;;;;;;
Applied and environmental microbiology;Appl;0099-2240;1098-5336;;;;;;;;
Administrative radiology;Adm Radiol;0738-6974;;;;;;;;;
Applied biochemistry and biotechnology;Appl;0273-2289;1559-0291;;;;;;;;
Applied neurophysiology;Appl Neurophysiol;0302-2773;;;;;;;;;
Applied research in mental retardation;Appl Res Ment Retard;0270-3092;;;;;;;;;
Applied therapeutics;Appl Ther;0570-4944;;;;;;;;;
Arbeiten aus dem Paul;Arb Paul Ehrlich Inst Georg Speyer Haus Ferdinand Blum Inst Frankf A M;0066-5665;;;;;;;;;
Applied nursing research;Appl Nurs Res;0897-1897;1532-8201;;;;;;;;
