title;short_title;id_issn;id_eissn;id_arx;id_oth;period;language;url;publisher;scope
Acta Societatis Zoologicae Bohemicae;;1211-376X;;;;QUA;;;;
Acta Sociologica;Acta Sociol;0001-6993;;;;QUA;;;;
Acta Theologica;;1015-8758;;;;SEM;;;;
Acta Theriologica Sinica;Shou Lei Xue Bao;1000-1050;;;;QUA;;;;
Acta Tropica;Acta Trop;0001-706X;1873-6254;;;MON;;;Elsevier;
Acta Universitatis Agriculturae Et Silviculturae Mendelianae Brunensis;;1211-8516;;;;BIM;;;;
Acta Universitatis Carolinae Geologica;;0001-7132;;;;QUA;;;;
Acta Universitatis Lodziensis Folia Biologica Et Oecologica;;1730-2366;;;;IRR;;;;
Acta Universitatis Lodziensis Folia Limnologica;;0208-6158;;;;IRR;;;;
Acta Universitatis Lodziensis Folia Zoologica;;1230-0527;;;;IRR;;;;
Acta Universitatis Lodziensis-Folia Biochimica Et Biophysica;;0208-614X;;;;IRR;;;;
Acta Universitatis Nicolai Copernici Biologia;;0208-4449;;;;IRR;;;;
Acta Universitatis Upsaliensis Symbolae Botanicae Upsalienses;;0082-0644;;;;IRR;;;;
Acta Veterinaria Brasilica;;1981-5484;;;;QUA;;;;
Acta Veterinaria Brno;Acta Vet Brno;0001-7213;;;;QUA;;;;
Acta Veterinaria Hungarica;Acta Vet Hung;0236-6290;;;;QUA;;;;
Acta Veterinaria Scandinavica;Acta Vet Scand;0044-605X;1751-0147;;;IRR;;;;
Acta Veterinaria-Beograd;;0567-8315;1820-7448;;;QUA;;;;
Acta Virologica;Acta Virol;0001-723X;1336-2305;;;QUA;;;;
Acta Zoologica;Acta Zool;0001-7272;1463-6395;;;QUA;;;Wiley;
Acta Zoologica Academiae Scientiarum Hungaricae;Acta Zool Academ Sci Hung;1217-8837;;;;QUA;;;;
Acta Zoologica Bulgarica;Acta Zool Bulg;0324-0770;;;;TRI;;;;
Acta Zoologica Cracoviensia;;0065-1710;;;;SEM;;;;
Acta Zoologica Fennica;;0001-7299;;;;QUA;;;;
Acta Zoologica Lilloana;;0065-1729;;;;IRR;;;;
Acta Zoologica Mexicana-Nueva Serie;Acta Zool. Mex.;0065-1737;;;;IRR;;;;
Actas Espanolas De Psiquiatria;Actas Esp Psiquiatr;1139-9287;1578-2735;;;BIM;;;;
Actas Urologicas Espanolas;Actas Urol Esp;0210-4806;1699-7980;;;MON;;;;
Actes De La Recherche En Sciences Sociales;Actes Rech Sci Soc;0335-5322;;;;QUA;;;;
Action Research;;1476-7503;1741-2617;;;QUA;;;;
Actualidades Biologicas;;0304-3584;;;;SEM;;;;
Actualite Economique;Actual Econ;0001-771X;;;;QUA;;;;
Acupuncture & Electro-Therapeutics Research;;0360-1293;;;;QUA;;;;
Acupuncture In Medicine;Acupunct Med;0964-5284;1759-9873;;;QUA;;;;
Ad Hoc & Sensor Wireless Networks;;1551-9899;1552-0633;;;BIM;;;;
Ad Hoc Networks;Ad Hoc Netw;1570-8705;1570-8713;;;BIM;;;Elsevier;
Adalya;;1301-2746;;;;ANN;;;;
Adamantius;;1126-6244;;;;ANN;;;;
Adansonia;Adansonia;1280-8571;1639-4798;;;SEM;;;;
Adaptation-The Journal Of Literature On Screen Studies;;1755-0637;1755-0645;;;SEM;;;;
Adapted Physical Activity Quarterly;Adapt Phys Activ Q;0736-5829;1543-2777;;;QUA;;;;
Adaptive Behavior;Adapt Behav;1059-7123;;;;BIM;;;;
Addiction;Addiction;0965-2140;1360-0443;;;MON;;;Wiley;
Addiction Biology;Addict Biol;1355-6215;1369-1600;;;BIM;;;Wiley;
Addiction Research & Theory;Addict Res Theory;1606-6359;;;;BIM;;;;
Addictive Behaviors;Addict Behav;0306-4603;1873-6327;;;MON;;;Elsevier;
Adicciones;Adicciones;0214-4840;;;;QUA;;;;
Administration & Society;Adm Soc;0095-3997;;;;MON;;;;
Administration And Policy In Mental Health And Mental Health Services Research;Adm Policy Ment Health;0894-587X;1573-3289;;;BIM;;;Springer;
Administration In Social Work;Adm Soc Work;0364-3107;1544-4376;;;BIM;;;;
Administrative Law Review;Adm Law Rev;0001-8368;;;;QUA;;;;
Administrative Science Quarterly;Adm Sci Q;0001-8392;;;;QUA;;;;
Adolescent Psychiatry;Adolesc Psychiatry;0065-2008;;;;ANN;;;;
Adsorption Science & Technology;;0263-6174;;;;MON;;;;
Adsorption-Journal Of The International Adsorption Society;;0929-5607;1572-8757;;;BIM;;;Springer;
Adult Education Quarterly;;0741-7136;1552-3047;;;QUA;;;;
Advanced Composite Materials;;0924-3046;1568-5519;;;BIM;;;;
Advanced Composites Letters;;0963-6935;;;;BIM;;;;
Advanced Drug Delivery Reviews;Adv Drug Deliv Rev;0169-409X;1872-8294;;;MON;;;Elsevier;
Advanced Energy Materials;;1614-6832;1614-6840;;;MON;;;Wiley;
Advanced Engineering Informatics;;1474-0346;;;;QUA;;;Elsevier;
Advanced Engineering Materials;Adv Eng Mater;1438-1656;1527-2648;;;MON;;;Wiley;
Advanced Functional Materials;Adv Funct Mater;1616-301X;1616-3028;;;;;;Wiley;
Advanced Healthcare Materials;Adv Healthc Mater;2192-2640;2192-2659;;;MON;;;Wiley;
Advanced Materials;Adv Mater;0935-9648;1521-4095;;;;;;Wiley;
Advanced Materials & Processes;;0882-7958;;;;MON;;;;
Advanced Materials Interfaces;;2196-7350;;;;MON;;;Wiley;
Advanced Nonlinear Studies;;1536-1365;;;;QUA;;;;
Advanced Optical Materials;;2195-1071;;;;MON;;;Wiley;
Advanced Powder Technology;Adv Powder Technol;0921-8831;1568-5527;;;BIM;;;Elsevier;
Advanced Robotics;Adv Robot;0169-1864;;;;;;;;
Advanced Science Letters;Adv Sci Lett;1936-6612;1936-7317;;;QUA;;;;
Advanced Steel Construction;;1816-112X;;;;QUA;;;;
Advanced Studies In Biology;Adv Stud Biol;1313-9495;;;;TRI;;;;
Advanced Synthesis & Catalysis;Adv Synth Catal;1615-4150;1615-4169;;;;;;Wiley;
Advances In Agronomy;;0065-2113;;;;IRR;;;Elsevier;
Advances In Amphibian Research In The Former Soviet Union;;1310-8840;;;;ANN;;;;
Advances In Anatomic Pathology;Adv Anat Pathol;1072-4109;1533-4031;;;BIM;;;;
Advances In Anatomy Embryology And Cell Biology;Adv Anat Embryol Cell Biol;0301-5556;;;;QUA;;;Springer;
Advances In Applied Ceramics;;1743-6753;1743-6761;;;BIM;;;;
Advances In Applied Clifford Algebras;;0188-7009;1661-4909;;;QUA;;;Springer;
Advances In Applied Mathematics;Adv Appl Math;0196-8858;;;;BIM;;;Elsevier;
Advances In Applied Mathematics And Mechanics;Adv Appl Math Mech;2070-0733;2075-1354;;;BIM;;;;
Advances In Applied Mechanics;;0065-2156;;;;ANN;;;Elsevier;
Advances In Applied Microbiology;Adv Appl Microbiol;0065-2164;;;;IRR;;;Elsevier;
Advances In Applied Probability;Adv Appl Probab;0001-8678;1475-6064;;;QUA;;;;
Advances In Astronomy;;1687-7969;1687-7977;;;IRR;;;;
Advances In Atmospheric Sciences;;0256-1530;;;;BIM;;;;
Advances In Atomic Molecular And Optical Physics;;1049-250X;;;;ANN;;;Elsevier;
Advances In Biochemical Engineering-Biotechnology;Adv Biochem Eng Biotechnol;0724-6145;1616-8542;;;IRR;;;Springer;
Advances In Bioinformatics;Adv Bioinformatics;1687-8027;1687-8035;;;IRR;;;;
Advances In Biological Regulation;Adv Biol Regul;2212-4926;2212-4934;;;TRI;;;Elsevier;
Advances In Biophysics;Adv Biophys;0065-227X;1873-4618;;;ANN;;;;
Advances In Bioresearch;Adv Biores;0976-4585;2277-1573;;;SEM;;;;
Advances In Botanical Research;Adv Bot Res;0065-2296;;;;IRR;;;Elsevier;
Advances In Calculus Of Variations;;1864-8258;1864-8266;;;QUA;;;;
Advances In Cancer Research;Adv Cancer Res;0065-230X;;;;IRR;;;Elsevier;
Advances In Carbohydrate Chemistry And Biochemistry;Adv Carbohydr Chem Biochem;0065-2318;;;;IRR;;;Elsevier;
Advances In Cardiology;Adv Cardiol;0065-2326;1662-2839;;;IRR;;;;
Advances In Catalysis;;0360-0564;;;;ANN;;;Elsevier;
Advances In Cement Research;;0951-7197;1751-7605;;;QUA;;;;
Advances In Chemical Physics;Adv Chem Phys;0065-2385;1934-4791;;;ANN;;;Wiley;
Advances In Child Development And Behavior;Adv Child Dev Behav;0065-2407;;;;IRR;;;Elsevier;
Advances In Chromatography;Adv Chromatogr;0065-2415;;;;ANN;;;;
Advances In Chronic Kidney Disease;Adv Chronic Kidney Dis;1548-5595;1548-5609;;;BIM;;;Elsevier;
Advances In Clinical And Experimental Medicine;Adv Clin Exp Med;1899-5276;;;;BIM;;;;
Advances In Clinical Chemistry;;0065-2423;;;;IRR;;;Elsevier;
Advances In Cognitive Psychology;Adv Cogn Psychol;1895-1171;;;;QUA;;;;
Advances In Colloid And Interface Science;Adv Colloid Interface Sci;0001-8686;1873-3727;;;MON;;;Elsevier;
Advances In Complex Systems;;0219-5259;;;;BIM;;;;
Advances In Computational Mathematics;Adv Comput Math;1019-7168;1572-9044;;;BIM;;;Springer;
Advances In Computers;;0065-2458;;;;ANN;;;Elsevier;
Advances In Condensed Matter Physics;;1687-8108;1687-8124;;;IRR;;;;
Advances In Data Analysis And Classification;Adv Data Anal Classif;1862-5347;1862-5355;;;TRI;;;Springer;
Advances In Difference Equations;;1687-1847;1687-1839;;;QUA;;;Springer;
Advances In Differential Equations;;1079-9389;;;;MON;;;;
Advances In Ecological Research;Adv. Ecol. Res.;0065-2504;;;;IRR;;;Elsevier;
Advances In Electrical And Computer Engineering;;1582-7445;1844-7600;;;SEM;;;;
Advances In Engineering Software;Adv Eng Softw;0965-9978;1873-5339;;;MON;;;Elsevier;
Advances In Environmental Biology;;1995-0756;1998-1066;;;MON;;;;
Advances In Experimental Medicine And Biology;Adv Exp Med Biol;0065-2598;;;;IRR;;;Springer;
Advances In Experimental Social Psychology;Adv Exp Soc Psychol;0065-2601;;;;ANN;;;Elsevier;
Advances In Food Sciences;;1431-7737;;;;QUA;;;;
Advances In Genetics;Adv Genet;0065-2660;;;;IRR;;;Elsevier;
Advances In Geometry;;1615-715X;1615-7168;;;QUA;;;;
Advances In Geophysics;;0065-2687;;;;ANN;;;Elsevier;
Advances In Health Sciences Education;Adv Health Sci Educ Theory Pract;1382-4996;1573-1677;;;BIM;;;Springer;
Advances In Heterocyclic Chemistry;Adv Heterocycl Chem;0065-2725;;;;ANN;;;Elsevier;
Advances In High Energy Physics;;1687-7357;1687-7365;;;IRR;;;;
Advances In Horticultural Science;Adv Hortic Sci;0394-6169;;;;QUA;;;;
Advances In Human Genetics;Adv Hum Genet;0065-275X;;;;IRR;;;;
Advances In Human-Computer Interaction;;1687-5893;1687-5907;;;IRR;;;;
Advances In Imaging And Electron Physics;;1076-5670;;;;IRR;;;Elsevier;
Advances In Immunology;Adv Immunol;0065-2776;1557-8445;;;IRR;;;Elsevier;
Advances In Inorganic Chemistry;Adv Inorg Chem;0898-8838;1557-8917;;;ANN;;;Elsevier;
Advances In Insect Physiology;;0065-2806;;;;IRR;;;Elsevier;
Advances In Life Course Research;Adv Life Course Res;1569-4909;1879-6974;;;QUA;;;Elsevier;
Advances In Marine Biology;Adv Mar Biol;0065-2881;;;;IRR;;;Elsevier;
Advances In Materials Science And Engineering;;1687-8434;1687-8442;;;QUA;;;;
Advances In Mathematical Physics;;1687-9120;1687-9139;;;IRR;;;;
Advances In Mathematics;Adv Math (N Y);0001-8708;1090-2082;;;;;;Elsevier;
Advances In Mathematics Of Communications;;1930-5346;1930-5338;;;QUA;;;;
Advances In Mechanical Engineering;;1687-8132;1687-8140;;;IRR;;;;
Advances In Medical Sciences;Adv Med Sci;1896-1126;1898-4002;;;SEM;;;;
Advances In Meteorology;;1687-9309;1687-9317;;;IRR;;;;
Advances In Microbial Ecology;Adv Microb Ecol;0147-4863;;;;IRR;;;;
Advances In Microbial Physiology;Adv Microb Physiol;0065-2911;;;;IRR;;;Elsevier;
Advances In Neonatal Care;Adv Neonatal Care;1536-0903;1536-0911;;;BIM;;;;
Advances In Nonlinear Analysis;;2191-9496;;;;QUA;;;;
Advances In Nursing Science;Ans Adv Nurs Sci;0161-9268;1550-5014;;;QUA;;;;
Advances In Nutrition; Md.);2161-8313;;;;BIM;;;;
Advances In Nutritional Research;Adv Nutr Res;0149-9483;;;;IRR;;;;
Advances In Optics And Photonics;;1943-8206;;;;QUA;;;;
Advances In Organometallic Chemistry;;0065-3055;;;;ANN;;;Elsevier;
Advances In Parasitology;Adv Parasitol;0065-308X;;;;IRR;;;Elsevier;
Advances In Physical Organic Chemistry;Adv Phys Org Chem;0065-3160;2162-5921;;;ANN;;;Elsevier;
Advances In Physics;Adv Phys;0001-8732;1460-6976;;;BIM;;;;
Advances In Physiology Education;Adv Physiol Educ;1043-4046;1522-1229;;;QUA;;;;
Advances In Plant Sciences;;0970-3586;;;;SEM;;;;
Advances In Polar Science;;1674-9928;;;;QUA;;;;
Advances In Polymer Science;;0065-3195;;;;IRR;;;Springer;
Advances In Polymer Technology;;0730-6679;1098-2329;;;QUA;;;Wiley;
Advances In Protein Chemistry And Structural Biology;Adv Protein Chem Struct Biol;1876-1623;1876-1631;;;ANN;;;Elsevier;
Advances In Psychosomatic Medicine;Adv Psychosom Med;0065-3268;1662-2855;;;ANN;;;;
Advances In Quantum Chemistry;;0065-3276;;;;ANN;;;Elsevier;
Advances In Science And Research;;1992-0628;;;;SEM;;;;
Advances In Skin & Wound Care;Adv Skin Wound Care;1527-7941;1538-8654;;;MON;;;;
Advances In Space Research;Adv Space Res;0273-1177;;;;;;;Elsevier;
Advances In Strategic Management-A Research Annual;;0742-3322;;;;ANN;;;;
Advances In Structural Engineering;;1369-4332;;;;BIM;;;;
Advances In The Physics Of Particles And Nuclei;;1868-2146;;;;IRR;;;Springer;
Advances In The Study Of Behavior;Adv Study Behav;0065-3454;;;;IRR;;;Elsevier;
Advances In Theoretical And Mathematical Physics;;1095-0761;1095-0753;;;BIM;;;;
Advances In Therapy;Adv Ther;0741-238X;1865-8652;;;MON;;;Springer;
Advances In Virus Research;Adv Virus Res;0065-3527;1557-8399;;;IRR;;;Elsevier;
Advances In Water Resources;Adv Water Resour;0309-1708;;;;MON;;;Elsevier;
Adverse Drug Reaction Bulletin;Adverse Drug React Bull;0044-6394;;;;BIM;;;;
Adverse Drug Reaction Journal-China;;1008-5734;;;;QUA;;;;
Aeolian Research;;1875-9637;;;;QUA;;;Elsevier;
Aequationes Mathematicae;;0001-9054;1420-8903;;;BIM;;;Springer;
Aerobiologia;Aerobiologia (Bologna);0393-5965;;;;QUA;;;Springer;
Aeronautical Journal;;0001-9240;;;;MON;;;;
Aerosol And Air Quality Research;;1680-8584;2071-1409;;;QUA;;;;
Aerosol Science And Technology;Aerosol Sci Technol;0278-6826;;;;MON;;;;
Aerospace America;Aerosp Am;0740-722X;;;;MON;;;;
Aerospace Science And Technology;;1270-9638;;;;BIM;;;Elsevier;
Aes Bioflux;;2066-7620;;;;SEM;;;;
Aesthetic Plastic Surgery;Aesthetic Plast Surg;0364-216X;1432-5241;;;BIM;;;Springer;
Aesthetic Surgery Journal;Aesthet Surg J;1090-820X;1527-330X;;;BIM;;;;
Aeu-International Journal Of Electronics And Communications;;1434-8411;1618-0399;;;MON;;;Elsevier;
Aevum Antiquum;;1121-8932;;;;ANN;;;;
Aevum-Rassegna Di Scienze Storiche Linguistiche E Filologiche;Aevum;0001-9593;;;;TRI;;;;
Affilia-Journal Of Women And Social Work;Affilia;0886-1099;;;;IRR;;;;
Afinidad;;0001-9704;;;;BIM;;;;
Africa;Africa (Lond);0001-9720;;;;QUA;;;;
Africa Birds & Birding;;1025-8264;;;;BIM;;;;
Africa Geoscience Review;;1117-370X;;;;QUA;;;;
Africa Spectrum;;0002-0397;;;;TRI;;;;
African Affairs;Afr Aff (Lond);0001-9909;;;;QUA;;;;
African American Review;;1062-4783;;;;QUA;;;;
African And Asian Studies;;1569-2094;1569-2108;;;TRI;;;;
African Archaeological Review;;0263-0338;1572-9842;;;SEM;;;Springer;
African Arts;;0001-9933;1937-2108;;;QUA;;;;
African Bat Conservation News;;1812-1268;;;;QUA;;;;
African Chiroptera Report;;1990-6471;;;;ANN;;;;
African Development Review-Revue Africaine De Developpement;Afr Dev Rev;1017-6772;;;;QUA;;;Wiley;
African Economic History;;0145-2258;;;;ANN;;;;
African Entomology;Afr Entomol;1021-3589;;;;SEM;;;;
African Entomology Memoir;;0373-4242;;;;IRR;;;;
African Health Sciences;Afr Health Sci;1680-6905;1729-0503;;;QUA;;;;
African Herp News;;1017-6187;;;;TRI;;;;
African Invertebrates;Afr. Invertebr.;1681-5556;;;;SEM;;;;
African Journal Of Aquatic Science;;1608-5914;;;;QUA;;;;
African Journal Of Biomedical Research;;1119-5096;;;;SEM;;;;
African Journal Of Ecology;Afr J Ecol;0141-6707;1365-2028;;;QUA;;;Wiley;
African Journal Of Herpetology;Afr J Herpetol;2156-4574;2153-3660;;;SEM;;;;
African Journal Of Library Archives And Information Science;;0795-4778;;;;SEM;;;;
African Journal Of Marine Science;Afr. J. Mar. Sci.;1814-232X;;;;QUA;;;;
African Journal Of Mycology And Biotechnology;;1110-5879;;;;QUA;;;;
African Journal Of Range & Forage Science;;1022-0119;1727-9380;;;TRI;;;;
African Journal Of Reproductive Health;Afr J Reprod Health;1118-4841;;;;QUA;;;;
African Journal Of Traditional Complementary And Alternative Medicines; Complementary And Alternative Medicines;0189-6016;;;;QUA;;;;
African Natural History;;2305-7963;;;;ANN;;;;
African Plant Protection;Afr. Plant Prot.;1023-3121;;;;SEM;;;;
African Primates;Afr. Primates;1026-2865;;;;SEM;;;;
African Studies;Afr Stud;0002-0184;;;;TRI;;;;
African Studies Review;Afr Stud Rev;0002-0206;;;;TRI;;;;
African Study Monographs;Afr Study Monogr;0285-1601;;;;IRR;;;;
African Study Monographs Supplementary Issue;;0286-9667;;;;IRR;;;;
African Zoology;Afr. Zool.;1562-7020;2224-073X;;;SEM;;;;
Africana Linguistica;;0065-4124;;;;ANN;;;;
Afring News;;1817-9770;;;;SEM;;;;
Afrotherian Conservation;;1664-6754;;;;ANN;;;;
Afzettingen Werkgroep Voor Tertiaire En Kwartaire Geologie;;0926-9347;;;;QUA;;;;
Age;Age (Omaha);0161-9152;;;;BIM;;;Springer;
Age And Ageing;Age Ageing;0002-0729;1468-2834;;;BIM;;;;
Ageing & Society;Ageing Soc;0144-686X;;;;MON;;;;
Ageing Research Reviews;Ageing Res Rev;1568-1637;1872-9649;;;QUA;;;Elsevier;
Agenda;;0002-0796;1013-0950;;;QUA;;;;
Aggression And Violent Behavior;Aggress Violent Behav;1359-1789;;;;BIM;;;Elsevier;
Aggressive Behavior;Aggress Behav;0096-140X;1098-2337;;;BIM;;;Wiley;
Aging & Mental Health;Aging Ment Health;1360-7863;1364-6915;;;BIM;;;;
Aging And Disease;Aging Dis;2152-5250;;;;BIM;;;;
Aging Cell;Aging Cell;1474-9718;1474-9726;;;BIM;;;Wiley;
Aging Clinical And Experimental Research;Aging Clin Exp Res;1594-0667;1720-8319;;;BIM;;;Springer;
Aging Male;Aging Male;1368-5538;1473-0790;;;QUA;;;;
Aging Neuropsychology And Cognition; Neuropsychology;1382-5585;1744-4128;;;BIM;;;;
Aging-Us;Aging (Albany Ny);1945-4589;;;;MON;;;;
Agora-Estudos Classicos Em Debate;;0874-5498;;;;ANN;;;;
Agrarforschung Schweiz;;1663-7852;1663-7909;;;MON;;;;
Agraroekologie;;1421-5594;;;;IRR;;;;
Agrekon;;0303-1853;2078-0400;;;QUA;;;;
Agribusiness;;0742-4477;1520-6297;;;QUA;;;Wiley;
Agricultural And Biological Research;;0970-1907;;;;SEM;;;;
Agricultural And Food Science;;1459-6067;1795-1895;;;QUA;;;;
Agricultural And Forest Entomology;Agric. For. Entomol.;1461-9555;;;;QUA;;;Wiley;
Agricultural And Forest Meteorology;Agric For Meteorol;0168-1923;1873-2240;;;MON;;;Elsevier;
Agricultural Chemistry And Biotechnology;;1229-2737;;;;BIM;;;;
Agricultural Economics;Agric Econ;0169-5150;1574-0862;;;BIM;;;Wiley;
Agricultural Economics-Zemedelska Ekonomika;;0139-570X;;;;MON;;;;
Agricultural History;Agric Hist;0002-1482;;;;QUA;;;;
Agricultural History Review;Agric Hist Rev;0002-1490;;;;SEM;;;;
Agricultural Science Digest;;0253-150X;;;;QUA;;;;
Agricultural Systems;Agric Syst;0308-521X;;;;MON;;;Elsevier;
Agricultural Water Management;;0378-3774;;;;MON;;;Elsevier;
Agriculture And Human Values;Agric Human Values;0889-048X;;;;QUA;;;Springer;
Agriculture Ecosystems & Environment; Ecosystems And Environment;0167-8809;;;;;;;Elsevier;
Agro Food Industry Hi-Tech;Agro Food Ind Hi Tech;1722-6996;2035-4606;;;BIM;;;;
Agroborealis;;0002-1822;;;;ANN;;;;
Agrochimica;;0002-1857;;;;TRI;;;;
Agrociencia;;1405-3195;;;;BIM;;;;
Agroecology And Sustainable Food Systems;;2168-3565;;;;MON;;;;
Agroforestry Systems;;0167-4366;1572-9680;;;BIM;;;Springer;
Agrokhimiya;;0002-1881;;;;MON;;;;
Agronomia Costarricense;;0377-9424;;;;SEM;;;;
Agronomia Mesoamericana;;1021-7444;;;;SEM;;;;
Agronomia Tropical;;0002-192X;;;;QUA;;;;
Agronomy For Sustainable Development;;1774-0746;1773-0155;;;QUA;;;Springer;
Agronomy Journal;Agron J;0002-1962;;;;BIM;;;;
Agronomy Research;;1406-894X;;;;SEM;;;;
Agronoomia;;1736-6275;;;;ANN;;;;
Agroproductividad;;0188-7394;;;;BIM;;;;
Ai Communications;;0921-7126;;;;QUA;;;;
Ai Edam-Artificial Intelligence For Engineering Design Analysis And Manufacturing; Analysis And Manufacturing: Aiedam;0890-0604;1469-1760;;;QUA;;;;
Ai Magazine;;0738-4602;;;;QUA;;;;
Aiaa Journal;;0001-1452;1533-385X;;;MON;;;;
Aibr-Revista De Antropologia Iberoamericana;;1695-9752;1578-9705;;;TRI;;;;
Aiche Journal;Aiche J;0001-1541;1547-5905;;;MON;;;Wiley;
Aids;Aids;0269-9370;1473-5571;;;;;;;
Aids And Behavior;Aids Behav;1090-7165;1573-3254;;;BIM;;;Springer;
Aids Care-Psychological And Socio-Medical Aspects Of Aids/Hiv;Aids Care;0954-0121;1360-0451;;;MON;;;;
Aids Education And Prevention;Aids Educ Prev;0899-9546;1943-2755;;;BIM;;;;
Aids Patient Care And Stds;Aids Patient Care Stds;1087-2914;1557-7449;;;MON;;;;
Aids Research And Human Retroviruses;Aids Res Hum Retroviruses;0889-2229;1931-8405;;;MON;;;;
Aids Research And Therapy;Aids Res Ther;1742-6405;;;;IRR;;;;
Aids Reviews;Aids Rev;1139-6121;1698-6997;;;QUA;;;;
Aims Report;Aims Rep.;1033-6974;;;;ANN;;;;
Aion-Annali Dell Istituto Universitario Orientale Di Napoli L Orientale;;1128-7209;;;;ANN;;;;
Aip Advances;Aip Adv;2158-3226;;;;QUA;;;;
Air Quality Atmosphere And Health; Atmosphere And Health;1873-9318;1873-9326;;;QUA;;;Springer;
Aircraft Engineering And Aerospace Technology;;1748-8842;0002-2667;;;BIM;;;;
Airline Business;;0268-7615;;;;MON;;;;
Airo;;0871-6595;;;;IRR;;;;
Ajar-African Journal Of Aids Research;Afr J Aids Res;1608-5906;1727-9445;;;QUA;;;;
Ajidd-American Journal On Intellectual And Developmental Disabilities;;1944-7515;1944-7558;;;BIM;;;;
Ajs Review-The Journal Of The Association For Jewish Studies;Ajs Rev;0364-0094;;;;SEM;;;;
Akdeniz Universitesi Ziraat Fakultesi Dergisi;;1301-2215;;;;ANN;;;;
Akkadica;;1378-5087;;;;SEM;;;;
Aktuelle Rheumatologie;;0341-051X;1438-9940;;;BIM;;;;
Aktuelle Urologie;Aktuelle Urol;0001-7868;1438-8820;;;BIM;;;;
Akzente-Zeitschrift Fur Literatur;;0002-3957;;;;BIM;;;;
Al Gologiya;;0868-8540;;;;QUA;;;;
Al-Masaq-Islam And The Medieval Mediterranean;;0950-3110;1473-348X;;;TRI;;;;
Al-Qantara;Al Qantara;0211-3589;;;;IRR;;;;
Al-Shajarah;;1394-6870;;;;SEM;;;;
Alauda;;0002-4619;;;;QUA;;;;
Alavesia;;1887-7419;;;;ANN;;;;
Alberta Journal Of Educational Research;;0002-4805;;;;QUA;;;;
Alberta Species At Risk Report;;1496-7219;;;;IRR;;;;
Albertiana;;0169-4324;;;;SEM;;;;
Albertine Rift Technical Reports Series;;1543-4109;;;;IRR;;;;
Albolafia;;1886-2985;;;;IRR;;;;
Alces; Ont.);0835-5851;;;;ANN;;;;
Alcheringa;;0311-5518;1752-0754;;;QUA;;;;
Alcohol;Alcohol;0741-8329;1873-6823;;;BIM;;;Elsevier;
Alcohol And Alcoholism;Alcohol Alcohol;0735-0414;1464-3502;;;BIM;;;;
Alcohol Research-Current Reviews;Alcohol Res Health;1535-7414;1930-0573;;;QUA;;;;
Alcoholism-Clinical And Experimental Research;Alcohol Clin Exp Res;0145-6008;1530-0277;;;MON;;;Wiley;
Alcoholism-Zagreb;;0002-502X;1330-6170;;;SEM;;;;
Aldrichimica Acta;Aldrichimica Acta;0002-5100;;;;TRI;;;;
Aldrovandia;;1825-2613;;;;MON;;;;
Alea-Estudos Neolatinos;;1517-106X;1807-0299;;;SEM;;;;
Alea-Latin American Journal Of Probability And Mathematical Statistics;;1980-0436;;;;IRR;;;;
Aleph-Historical Studies In Science & Judaism;;1565-1525;;;;SEM;;;;
Alexanor;;0002-5208;;;;QUA;;;;
Algae;Algae;1226-2617;;;;QUA;;;;
Algal Research-Biomass Biofuels And Bioproducts;;2211-9264;;;;QUA;;;Elsevier;
Algebra & Number Theory;;1937-0652;;;;MON;;;;
Algebra And Logic;;0002-5232;1573-8302;;;BIM;;;Springer;
Algebra Colloquium;;1005-3867;;;;QUA;;;;
Algebra Universalis;;0002-5240;1420-8911;;;BIM;;;Springer;
Algebraic And Geometric Topology;;1472-2739;1472-2747;;;QUA;;;;
Algebras And Representation Theory;;1386-923X;1572-9079;;;BIM;;;Springer;
Algological Studies;Algol Stud (2007);1864-1318;;;;QUA;;;;
Algorithmica;Algorithmica;0178-4617;1432-0541;;;MON;;;Springer;
